agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 30,,,,Tauá,,Sim,2026-05-31,,,,23:35:06,80106,4440015.0,,-6.007280906,-40.2888757146,RUA JÚLIO GONÇALVES DA SILVA,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,SUDESTE
2.0,AIS 06,,,AMADEU FURTADO,Fortaleza,,Sim,2026-05-31,,,,20:51:28,80105,4439868.0,,-3.7444028935,-38.559596855,ERRO_API_KEY,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 21,,,EDSON QUEIROZ,Fortaleza,,Sim,2026-05-31,,,,17:15:12,80104,4439866.0,,-3.756968663,-38.4903963632,ERRO_API_KEY,NONE,cvp,ROUBO A ESTABELECIMENTO COMERCIAL,,,Domingo,False,True,,,,ROUBO A ESTABELECIMENTO COMERCIAL,,CAPITAL OESTE
2.0,AIS 06,,,RODOLFO TEOFILO,Fortaleza,,Sim,2026-05-31,,,,14:11:06,80103,4439865.0,,-3.745000835,-38.5509864119,RUA ANA NÉRI,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 24,,,,Beberibe,,Sim,2026-05-31,,,,12:34:45,80096,4439942.0,,-4.1825455763,-38.1296937187,RUA CORONEL BIA,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,RMF LESTE
2.0,AIS 05,,,BENFICA,Fortaleza,,Sim,2026-05-31,,,,11:06:16,80098,4439864.0,,-3.7344490745,-38.5363668283,ERRO_API_KEY,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 12,,,PARQUE SOLEDADE,Caucaia,,Sim,2026-05-31,,,,09:10:24,80097,4439465.0,,-3.7248079243,-38.6641891896,GRILO,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,RMF OESTE
2.0,AIS 06,,,JOQUEI CLUBE,Fortaleza,,Sim,2026-05-31,,,,08:02:00,80100,4439863.0,,-3.7613032904,-38.5759214194,ERRO_API_KEY,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 20,,,PLANALTO AYRTON SENNA,Fortaleza,,Sim,2026-05-31,,,,05:42:47,80101,4439862.0,,-3.8353350871,-38.5736025741,ERRO_API_KEY,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 18,,,JACARECANGA,Fortaleza,,Sim,2026-05-31,,,,04:59:24,80102,4439861.0,,-3.7241389115,-38.5478433355,ERRO_API_KEY,NONE,cvp,ROUBO A PESSOA,,,Domingo,False,True,,,,ROUBO A PESSOA,,CAPITAL OESTE
