agencia,ais,area_faccao,arma,bairro,cidade,comment,consolidado,data,database,editar,excluir,hora,id,id_evento,idade,latitude,longitude,name,sexo,tipo,tipo_evento,type,version,dia_semana,eh_feriado,dia_quente_cvp,clima,precipitacao_mm,qtd_mortes,nature,ais_original,regiao_risp
2.0,AIS 29,,Outros meios,,Icapuí,,Sim,2026-05-25,,,,21:23:00,79464,4433596.0,85.0,-4.739248005,-37.3133788581,RUA CORONEL RICARDO DE HOLANDA,M,cvli,HOMICIDIO DOLOSO,,,Segunda-feira,False,False,,,,HOMICIDIO DOLOSO,,NORDESTE
2.0,AIS 32,,Arma de fogo,,Mauriti,,Sim,2026-05-25,,,,21:00:00,79465,4433614.0,65.0,-7.2889402187,-38.810704414,ESTRADA BURITIZINHO SANTO ANTÔNIO,M,cvli,HOMICIDIO DOLOSO,,,Segunda-feira,False,False,,,,HOMICIDIO DOLOSO,,SUL
2.0,AIS 08,,,ALDEOTA,Fortaleza,,Sim,2026-05-25,,,,18:46:42,79742,4434513.0,,-3.7339643656,-38.5073860961,RUA DOUTOR JOSÉ LOURENÇO,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 16,,,MESSEJANA,Fortaleza,,Sim,2026-05-25,,,,15:05:00,79743,4434512.0,,-3.8309981607,-38.4886801418,RUA ANTÔNIO BARROS,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 19,,,DIONISIO TORRES,Fortaleza,,Sim,2026-05-25,,,,13:35:33,79734,4434511.0,,-3.7437407369,-38.5068854271,AVENIDA ANTÔNIO SALES,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 26,,,GUADALAJARA,Caucaia,,Sim,2026-05-25,,,,12:22:49,79736,4434180.0,,-3.7343360212,-38.6581984812,AVENIDA EDSON DA MOTA CORREIA,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,RMF OESTE
2.0,AIS 08,,,MEIRELES,Fortaleza,,Sim,2026-05-25,,,,12:17:28,79740,4434510.0,,-3.7248627943,-38.502781255,AVENIDA DA ABOLIÇÃO,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL LESTE
2.0,AIS 18,,,CENTRO,Fortaleza,,Sim,2026-05-25,,,,11:08:00,79735,4434509.0,,-3.7265566401,-38.5166382507,RUA DOM JOAQUIM,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 05,,,FATIMA,Fortaleza,,Sim,2026-05-25,,,,09:04:37,79737,4434508.0,,-3.7569320028,-38.5329285172,AVENIDA BORGES DE MELO,NONE,cvp,ROUBO A PESSOA,,,Segunda-feira,False,False,,,,ROUBO A PESSOA,,CAPITAL OESTE
2.0,AIS 23,,,,Paracuru,,Sim,2026-05-25,,,,08:51:49,79741,4434600.0,,-3.4177710085,-39.0520673759,RUA CARLOS ALBERTO DE CASTRO,NONE,cvp,ROUBO A MOTEL,,,Segunda-feira,False,False,,,,ROUBO A MOTEL,,RMF OESTE
