snapshot_generated_at,data_limit,source,scope,rank,name,name_normalized,region,territorial_level,risk_score,risk_level,confidence_pct,confidence_label,expressiveness_pct,expressiveness_label,recent_cvli_14d,recent_cvli_30d,historical_cvli,neural_score,tension_score,inclusion_score,calm_penalty,territorial_support_pct,historical_support_pct,live_support_pct,score_z,peer_percentile,dynamic_window_days,base_window_days,historical_fallback,trend,top_driver_1,top_driver_1_strength_pct,top_driver_2,top_driver_2_strength_pct,top_driver_3,top_driver_3_strength_pct,explainability_summary,leitura_rapida_gestor,por_que_importa_gestor,confianca_limites_gestor,expressividade_previsao_gestor,proxima_acao_gestor
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,1,MARACANAU,MARACANAU,rmf,cidade,85.33,crítico,53.9,muito baixa,93.5,muito alta,0,0,626.0,100.0,100.0,0.0,46.7,100.0,100.0,0.0,2.81,100.0,30,14,True,stable,Sinal neural do ST-GAT,100.0,Tensão territorial,100.0,Fallback histórico ativado,55.0,Sinal neural do ST-GAT: 100.0% | Tensão territorial: 100.0% | Fallback histórico ativado: 55.0%,"MARACANAU aparece na posição 1 de 19, com risco 85.3 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de sinal neural do st-gat, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,2,CAUCAIA,CAUCAIA,rmf,cidade,83.75,crítico,54.1,muito baixa,89.8,muito alta,0,0,612.0,96.8,100.0,0.0,46.7,100.0,100.0,0.0,2.74,94.4,30,14,True,stable,Tensão territorial,100.0,Sinal neural do ST-GAT,96.8,Fallback histórico ativado,55.0,Tensão territorial: 100.0% | Sinal neural do ST-GAT: 96.8% | Fallback histórico ativado: 55.0%,"CAUCAIA aparece na posição 2 de 19, com risco 83.8 e nível crítico; é prioridade imediata de acompanhamento.","O peso principal vem de tensão territorial, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está bem destacado no ranking frente aos pares.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,3,EUSEBIO,EUSEBIO,rmf,cidade,18.32,baixo,36.1,muito baixa,73.7,alta,0,1,34.0,6.0,0.0,0.0,46.7,50.0,35.0,50.0,0.08,88.9,30,14,True,stable,Fallback histórico ativado,55.0,CVLI recente na janela de 30 dias,20.0,Sinal neural do ST-GAT,6.0,Fallback histórico ativado: 55.0% | CVLI recente na janela de 30 dias: 20.0% | Sinal neural do ST-GAT: 6.0%,"EUSEBIO aparece na posição 3 de 19, com risco 18.3 e nível baixo; é prioridade imediata de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 50.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,4,ITAITINGA,ITAITINGA,rmf,cidade,17.08,baixo,22.1,muito baixa,70.1,alta,0,0,26.0,3.5,0.0,0.0,46.7,15.0,15.0,0.0,0.03,83.3,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,3.5,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 3.5% | Tensão territorial: 0.0%,"ITAITINGA aparece na posição 4 de 19, com risco 17.1 e nível baixo; é prioridade imediata de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 15.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,"O território se diferencia do bloco intermediário, mas sem isolamento absoluto.","Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,5,PACATUBA,PACATUBA,rmf,cidade,16.36,baixo,47.0,muito baixa,66.7,moderada,0,1,58.0,2.0,0.0,0.0,46.7,95.0,95.0,50.0,0.0,77.8,30,14,True,stable,Fallback histórico ativado,55.0,CVLI recente na janela de 30 dias,20.0,Sinal neural do ST-GAT,2.0,Fallback histórico ativado: 55.0% | CVLI recente na janela de 30 dias: 20.0% | Sinal neural do ST-GAT: 2.0%,"PACATUBA aparece na posição 5 de 19, com risco 16.4 e nível baixo; é prioridade imediata de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 95.0% e 1 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,6,PINDORETAMA,PINDORETAMA,rmf,cidade,15.61,baixo,31.8,muito baixa,63.2,moderada,0,0,42.0,0.6,0.0,0.0,46.7,55.0,55.0,0.0,-0.03,72.2,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,0.6,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 0.6% | Tensão territorial: 0.0%,"PINDORETAMA aparece na posição 6 de 19, com risco 15.6 e nível baixo; é prioridade alta de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 55.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,7,PARAIPABA,PARAIPABA,rmf,cidade,15.61,baixo,24.9,muito baixa,59.9,moderada,0,0,31.0,0.6,0.0,0.0,46.7,27.5,27.5,0.0,-0.03,66.7,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,0.6,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 0.6% | Tensão territorial: 0.0%,"PARAIPABA aparece na posição 7 de 19, com risco 15.6 e nível baixo; é prioridade alta de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 27.5% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,8,SAO LUIS DO CURU,SAO LUIS DO CURU,rmf,cidade,15.61,baixo,19.9,muito baixa,56.5,moderada,0,0,23.0,0.6,0.0,0.0,46.7,7.5,7.5,0.0,-0.03,61.1,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,0.6,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 0.6% | Tensão territorial: 0.0%,"SAO LUIS DO CURU aparece na posição 8 de 19, com risco 15.6 e nível baixo; é prioridade alta de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 7.5% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,9,PACAJUS,PACAJUS,rmf,cidade,15.61,baixo,43.1,muito baixa,53.2,moderada,0,0,104.0,0.6,0.0,0.0,46.7,100.0,100.0,0.0,-0.03,55.6,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,0.6,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 0.6% | Tensão territorial: 0.0%,"PACAJUS aparece na posição 9 de 19, com risco 15.6 e nível baixo; é prioridade alta de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
2026-06-09T13:57:36,2026-06-08,src/core/orchestrator.py:get_combined_risk,cities_rmf_top20,10,HORIZONTE,HORIZONTE,rmf,cidade,15.33,baixo,43.0,muito baixa,49.8,baixa,0,0,128.0,0.0,0.0,0.0,46.7,100.0,100.0,0.0,-0.04,50.0,30,14,True,stable,Fallback histórico ativado,55.0,Sinal neural do ST-GAT,0.0,Tensão territorial,0.0,Fallback histórico ativado: 55.0% | Sinal neural do ST-GAT: 0.0% | Tensão territorial: 0.0%,"HORIZONTE aparece na posição 10 de 19, com risco 15.3 e nível baixo; é prioridade alta de acompanhamento.","O peso principal vem de fallback histórico ativado, com suporte territorial de 100.0% e 0 registros recentes na janela de 30 dias.",Leitura mais fraca; parte do peso vem de fallback histórico e deve ser confirmada em campo.,O território está próximo de pares vizinhos e pode oscilar no próximo ciclo.,"Verificar eventos recentes, pressão territorial e coerência com inteligência local antes da próxima atualização do ranking."
